Indus ID,SITE Name,TCU,MCU,Total Nos. GSM,Total Nos.M/w
IN-1052575,GONDIAMIDC_ODU,No,Yes,9,2
IN-1382775,Ashok Sharma,No,No,3,2
IN-1092373,Bhokti,No,No,24,7
IN-1835301,CANBARA INDUSTRIES PVT LTD,No,No,3,1
IN-1310251,Vaitarna to Kelwe,No,Yes ,6,1
IN-1023992,KELWABEACH,No,No,6,4
IN-1497758,Kasoda,No,No,3,1
IN-1575636,Nandre,No,No,3,1
IN-1250771,Sonora,No,No,12,4
IN-1278967,GAJANAN NAGAR,No,No,23,4
IN-1886277,Patoda,No,No,3,1
IN-1121543,Ponda Korda,No,No,12,5
IN-1382685,Navsaari,No,No,3,1
IN-1092334,DESHMANE,Yes*2,Yes,22,9
IN-1371768,Relocation of 753,No,No,3,1
IN-1303380,Watson Pharma,No,No,10,3
IN-3001746,Kasare,No,No,3,1
IN-1362384,Town Dairy Farm,No,No,9,2
IN-1072988,Civil Hospital,No,Yes,21,11
IN-3001153,Bhambori Khu,No,No,3,1
IN-1352602,Ravet,No,No,6,4
IN-1024048,PIMPALGAONRAJA - VODAFONE,No,No,0,4
IN-1237690,BIDGAON,No,No,12,4
IN-1093974,Chichala (Mo),No,No,13,6
IN-1330078,AMBA,No,No,3,1
IN-1253095,MULI,No,No,15,4
IN-1255235,Visora ,No,No,13,4
IN-1303902,Site1582 JAWAHAR WARD,No ,No,6,3
IN-1108321,JATEGAON,No,No,14,4
IN-1289771,JALGAON MSEB,No,No,3,1
IN-1077572,BHONE BK,No,No,10,8
IN-1250460,TISGAON,No,Yes,7,2
IN-1340719,Bluberry Complex,No,No,4,1
IN-1093236,POTA BK,No,No,15,6
IN-1270457,Force Engeeniring,No,Yes*4,20,22
IN-1054227,PRATAPNAGAR_ODU,No,Yes,9,10
IN-1024181,KATGAON,No,Yes,18,5
IN-1053717,TALAMODE_ODU,Yes,No,11,2
IN-1053071,TONDGNRPTR_ODU,No,Yes,16,13
IN-1092174,Sawad,No,No,13,8
IN-1092038,Shirka,No,Yes,12,11
IN-1066414,CHIKHALGAON_ODMU,No,No,23,9
IN-1242932,"RAMESHWAR	",No,No,10,2
IN-1024681,WARJEROAD,No,Yes,12,5
IN-1023983,CUNCOLIMHW,No,Yes,18,8
IN-1251177, MAIN TOWN,No,No,19,7
IN-1327052,Shirur kasar 2,No,No,3,1
IN-1052374,NAMBEPRASHANT_ODU,Yes,Yes*2,21,23
IN-1066457,MAHESHWARIHILL_ODU,No,Yes*2,18,9
IN-1242942,"JUNI MANGALWARI		",Yes,Yes,14,8
IN-1277563,MahalDig,Yes,No,12,19
IN-1124817,ENPRNANDANVAN,Yes,No,13,13
IN-1244162,Pirangut--Ghotwade Road,No,Yes,9,5
IN-1054905,DHAMDHERE_ODU,No,No,14,4
IN-1276860,JAILAXMI,No,No,3,2
IN-1273747,Kalthan No.,No,No,8,1
IN-1092181,Sanbur,No,No,3,3
IN-1078385,Athnoor,No,No,3,2
IN-1130780,Gagan Bawda,No,No,7,4
IN-1388146,Shastri Nagar,No,No,6,2
IN-1231502,Bag Pimpalgaon,No,Yes,16,9
IN-1071330,HATGAON_ODU,No,Yes*2,15,8
IN-1095030,SHIROL,No,No,6,1
IN-1070067,BHARJAHANGIR,No,No,15,6
IN-1282132,Pen Bori,No,No,15,2
IN-1242108,MEHUNE ,No,No,3,4
IN-1253692,Deulgaon Banda,No,No,11,5
IN-1242878,Agikhed,No,No,13,5
IN-1130673,BHALUR (LOHASHINGAVE),No,No,11,3
IN-1091484,Watad,No,No,12,8
IN-1255321,Shevate,No,No,11,5
IN-1092350,KATARANI,No,No,16,5
IN-1383499,Sudarshan Nagar,No,No,3,1
IN-1095120,Khilad,No,No,17,5
IN-1093189,MR.VITHTHAL SHANKAR MUNDKE Plot ,No,No,12,4
IN-1095113,Renakhali,No,No,12,8
IN-1257666,Manoli,No,No,12,3
IN-1078450,KHANDARI,No,No,6,3
IN-1024466,Vedhi,No,No,9,10
IN-1117791,Saware,No,No,9,7
IN-1054788,PANCHVATI_ODU,No,No,11,6
IN-1054838,EPUNASHOKAHS_IDU,No,No,14,4
IN-1091782,Dhanora_kakde,No,No,10,16
IN-1093522,MODGAON,No,No,11,11
IN-1024248,KATEPIMPALGAON,No,No,11,6
IN-1054495,HINGANGHAT_ODU,No,Yes,7,4
IN-1330303,Lonar Bus stand,No,No,10,2
IN-1338071,RelocationM&G2411,No,No,6,4
IN-1024753,SHANKERSHETHRD,No,No,12,3
IN-1073171,Khanpada_Odu,No,Yes,14,12
IN-1291742,Sailesbari park,No,No,10,3
IN-1282960,Adgaon(Khandagale),No,No,12,1
IN-3005980,District Hospital Mapusa,No,No,3,1
IN-1326682,Asarjan,No,No,6,1
IN-3020118,Ranjangoan,No,No,3,1
IN-1024220,MANJIRIGAON,No,No,12,29
IN-1124695,Eslpsamratchk,Yes,No,13,9
IN-1054156,SANKALP_IDU,No,Yes,14,4
IN-1270084,DELHI GATE,No,Yes,12,5
IN-1291471,PUNDALIKNGR,No,No,14,2
IN-1025031,NALASOPARAWEST,No,No,14,4
IN-1054586,Eklhrkngr1_Odu,No,No,8,8
IN-1024982,Rknagar,No,No,9,6
IN-1289826,Ganesh colony New,No,No,3,1
IN-1025164,KOLKHED ,No,No,12,2
IN-1052323,EPUNCHINTAMNGR_IDU,No,No,18,5
IN-1239373,Tapkir Nagar,No,No,6,1
IN-3017224,Navelim Village,No,No,3,1
IN-1737515,Ploice Lines,No,No,3,1
IN-1053044,Taklikumbh_Odu,No,No,8,6
IN-1418878,Jijau Masaheb Marg,No,No,3,1
IN-1054714,CHAVATA_ODU,No,No,16,4
IN-1289782,BHIWANDI BY PASS,No,No,14,3
IN-1055324,EULSKAILASH_IDU,No,No,9,2
IN-1258417,WAZAR BK.,No,No,6,1
IN-1078192,Karve Naka,No,Yes*2,7,7
IN-1315195,Clariant Chemical,No,No,9,4
IN-1255264,Vaveghar ( Khadaoli ),No,No,19,3
IN-1384258,Katrap,No,No,3,1
IN-1298710,Tarele 2,No,No,3,1
IN-1070008,Star Factory,No,No,18,3
IN-1249492,SHAHAD   ,No,No,20,6
IN-1024633,Nnarcade,No,No,6,5
IN-1054669,Janki Appt_Odu,No,Yes,5,1
IN-1260416,Mallik Nagar-Kondhwa,No,Yes,11,7
IN-1980196,Rampuri Camp,No,No,3,1
IN-1248384,Om Nagar New,No,No,11,3
IN-1053133,NWADNER_ODU,No,Yes*2,14,9
IN-1315942,Jahngir hospital ,No,No,3,2
IN-3121227,Relocation of Bhwsuryashaktii (BHWD32),No,No,3,6
IN-1281567,Batkanangale,No,No,12,5
IN-1306294,KHALAP RESIDENCYMAPUSA,No,No,3,1
IN-1292868,WTC-2,No,No,2,2
IN-1315229,Barclay Technology Q1,No,No,4,1
IN-1847336,Viraaj residency,No,No,3,1
IN-1301414,Hotel Raj Kamal_Shirdi,No,No,18,3
IN-1024860,SHIRDI,No,No,6,3
IN-1069823,AMBELOHAL,No,No,14,4
IN-3123557,Relocation of SILLODBIRARE (SLOD02),No,No,5,1
IN-1066610,SHEDURJANAKH_ODU,No,Yes*2,18,15
IN-1274223,Subhash nagar,No,No,12,2
IN-1290803,Amnora Park(Tower-32),No,No,10,2
IN-1282173,Sarafwadi,No,No,9,4
IN-1024455,SINNAR,No,No,12,22
IN-1809258,ODHA,No,No,3,1
IN-1333316,Malegaon,No,Yes,3,1
IN-1809579,POSHIR,No,No,3,1
IN-1281506,Relocation of Rajgoli Khurd_USO,No,No,16,3
IN-1078239,Sambhre,No,No,10,3
IN-1260288,Chandaj ,No,No,20,4
IN-1300107,Site1281,No,No,11,3
IN-3006452,NIT Ground,No,No,3,1
IN-1978769,Kongoan,No,No,3,1
IN-1281747,Lohare,No,No,18,2
IN-1300006,VILE,No,No,10,6
IN-1055509,NMEHKARCENTUR_ODU,No,No,8,5
IN-1052990,SAWARGAONTALE,No,No,13,2
IN-1233285,CHIKALI,No,Yes,18,5
IN-1093044,KARANJI,No,No,14,10
IN-1052807,Vvadirly_Odm,No,No,11,5
IN-1419139,Shree Tarmale collection,No,No,3,1
IN-1053493,Nmtrnand_Odm(Nandgao Highway),No,Yes,13,11
IN-1054605,KUDAL_PARSHURAM_IDU,Yes,No,16,7
IN-1268601,BAVI,No,No,6,2
IN-1091949,Chandpur,No,No,18,9
IN-1024307,Shirsala,No,No,6,6
IN-1370031,Mere Sai Residency,No,No,7,2
IN-1357665,Kalmeshwar Bus stop,No,No,8,2
IN-1309170,SAI COMPLEX,No,No,9,3
IN-1365871,Ambenath  Chakan,No,No,6,1
IN-1052994,Shamgaon_Odu,Yes,No,14,3
IN-1092291,PADALI RPT-GNDE01MUDE01,No,No,3,3
IN-1281547,Relocation of Arjunwadi_USO,No,No,9,4
IN-1249957,DEWARDE,No,No,12,5
IN-3045471,Agra road,No,No,3,2
IN-1099313,VADGAON BK,No,No,13,7
IN-1239199,VADRI KH,No,No,9,2
IN-1093317,YENWA,No,No,7,5
IN-1093307,MR.BALKRUSHNA BAKARAM VANJARI PLOT ,No,No,12,3
IN-1077755,KADGAON,No,No,18,7
IN-1091761,JAI GAONKHURD,No,No,15,5
IN-1250027,KOTBEL,No,No,11,4
IN-1271696,THERWADI,No,No,9,3
IN-1095079,Nimbhore,No,No,13,8
IN-1108300,Hisare,No,No,15,3
IN-1305453,Akhurli,No,No,3,2
IN-1093172,Kurvandi,No,No,12,2
IN-1240379,Chinchosi,No,No,9,3
IN-1253865,Dhamane,No,No,15,7
IN-1237586,ZURKHEDA,No,No,19,8
IN-1281196,Relocation of Langarpeth_USO,No,No,13,7
IN-1283410,Talani,No,No,13,3
IN-1270035,Wirwade BK,No,No,3,2
IN-1283099,KOUTHALI_U,No,No,12,5
IN-1093288,Balapur,No,No,13,5
IN-1093289,Sarsun,No,No,6,3
IN-1269945,SOMARDI,No,No,11,4
IN-1253743,Chikhali,No,No,12,2
IN-1233301,Sanaswadi Fillin(L&T),Yes,No,16,10
IN-1092374,PADHEGAON,No,Yes,11,3
IN-1077634,GUDHE PIMPALGAON,No,No,17,2
IN-1314106,Relocation-Panvi KH,No,No,15,3
IN-1092798,TALAVALI,No,No,4,3
IN-1092121,Sakara,Yes,No,18,10
IN-1093541,Yelvi ,No,No,18,5
IN-1326709,SGGS COLLEGE,No,Yes,13,5
IN-1248183,KUSADGAON,No,No,15,5
IN-1092514,GHAYGAON,No,No,12,7
IN-1253100,Degaon,No,No,18,7
IN-1284947,DARYABAD,No,Yes,9,1
IN-1262362,Metgutad,No,Yes,23,5
IN-3048893,BHILAREWADI,No,No,3,1
IN-3048900,NDA Gate colony,No,No,3,1
IN-1133542,vinzar,No,No,11,6
IN-1363576,Sangram Nagar,No,No,9,5
IN-1282158,Malhed,No,No,9,7
IN-1253835,Chare ,No,No,9,4
IN-1260199,Chungi,No,No,9,3
IN-1092133,PIMPLAD NASHIK,No,No,15,6
IN-1270955,Satak,No,No,6,1
IN-1066340,Khor,No,No,12,4
IN-1241633,Palshiwadi,No,No,12,5
IN-1053506,Rajapurlystn_Odm,No,No,17,5
IN-1052533,DIGRASGBT_ODU,No,No,9,1
IN-1053154,WARWANDI_ODU,No,No,11,3
IN-1242949,BARAMATI AEGRO,No,No,23,11
IN-1053887,Vakhed_Odm,No,No,18,6
IN-1269953,Devapur,No,No,12,3
IN-1730703,Bandate,No,No,3,1
IN-3127830,GLOBLE CITY,No,No,0,0
IN-3055161,GLOBLE CITY-3,No,No,0,0
IN-1231717,Naraya,No,No,15,3
IN-3060631,Mahadev MandirSinnar,No,No,3,1
IN-3025237,Main Road Mokhada,No,No,3,1
IN-3049061,MOZE COLLEGE WAGHOLI,No,No,3,1
IN-3073563,OZONE VILLA,No,No,3,1
IN-3048977,NIMBALKAR NAGAR,No,No,3,0
IN-1073178,Relocation of DIGHI (DGHI12),No,No,9,2
IN-1950395,Walwa,No,No,3,1
IN-1375720,Shree Krishna Nagar,No,No,3,1
IN-1367155,Hazrat Bilal Nagar,No,No,6,1
IN-1112601,ANAKWADE,No,No,12,2
IN-1053777,HISWAL_IDU,No,Yes,15,7
IN-1117804,RAHATALTRA_ODU,No,No,5,2
IN-1093984,Umari,No,No,22,8
IN-1093603,Kanbas,No,No,18,4
IN-1260189,Koral,No,Yes,15,6
IN-1053084,UKKALGAON GBT,Yes,No,17,7
IN-3051588,B & C COLONY,No,No,3,1
IN-3050807,KINWAT BUS STAND,No,No,3,0
IN-3050810,RAMNAGAR KINWAT,No,No,0,0
IN-3078357,Deglur (M Cl),No,No,3,0
IN-3091056,ABHUDHYA NAGAR,No,No,3,0
IN-3122516,PISADEVI2,No,No,3,1
IN-3050765,Peth Umri (M Cl),No,No,3,1
IN-3050686,GOPALCHAWDI,No,No,3,1
IN-3091039,KAUTHA Gurudwara,No,No,3,1
IN-3060623,MUKHED-2,No,No,3,1
IN-3122373,Karad MSEDCL,No,No,3,1
IN-1055626,Shirols_Odu,No,No,6,4
IN-3051590,Jacknibandh Bus Stop,No,No,3,1
IN-1847380,Relocation of Adhiv (ADHI01),No,No,9,1
IN-1847379,Relocation of Talodha (TLDA03),No,No,3,1
IN-3096814,Relocation Seminary Hills New (NGP393),No,No,3,1
IN-3086254,Walhekarwadi,No,No,0,0
IN-3119908,Celestial City Ravet,No,No,0,0
IN-1348815,Shevanti Lawn,No,No,6,1
IN-3004022,Theur Road,No,No,3,1
IN-1365739,Raghuveer Nagar Wadgaon,No,No,7,1
IN-1809433,Supe,No,No,3,1
IN-1085601,Udaybag,No,No,13,4
IN-1052482,Nchikurdegbt_Odu,No,No,14,4
IN-1319631,Demani,No,No,10,2
IN-1301442,SITE 34(GREENVIEW HOTEL),No,No,7,3
IN-1304460,SITE 1588(KURTARKAR),No,No,3,3
IN-1024161,Sakol,No,No,9,4
IN-1110908,Vilegaon,No,No,19,11
IN-1024899,Porvorim Casino Motels,No,No,12,7
IN-1240684,Matane,No,No,8,5
IN-1300103,Mapusa Khorlim,No,No,3,0
IN-1094682,Tivim Gidc,No,No,26,16
IN-1117057,Ansarwada,No,No,18,7
IN-1265918,Hinj FlyOver,No,Yes,11,3
IN-1291842,Shrikrishna nagar,No,No,9,2
IN-1054240,SHRESAICMPLX_ODU,No,Yes,12,5
IN-1024674,Margao Sandew,No,No,9,3
IN-1126194,Adoore_RPT,No,No,11,10
IN-1300655,Bhatpal,No,No,9,2
IN-1069775,DABHON,No,No,6,2
IN-3098534,Relocation of Satpur MIDC (NSK161),No,No,0,0
IN-1135581,Collem,No,No,12,5
IN-1240184,NANDURVAIDYA,No,No,9,7
IN-1958310,Umar Residency,No,No,3,1
IN-1106057,VASADI RPTR,No,No,18,9
IN-1052244,GHORPDEPLOT_ODU,Yes,Yes*2,21,12
IN-1054855,BALWADKAR HOUSE_ODU,No,Yes,20,10
IN-1255836,ASARKHEDE,No,No,14,2
IN-1326296,KTPS,No,No,6,1
IN-1232577,WARUD,No,No,13,5
IN-1025389,WAKADGAON1,No,Yes,19,8
IN-1115190,KOLWADE,No,No,13,6
IN-1092280,Parawa Rpt,No,No,0,1
IN-1241355,hingoli new,No,No,9,5
IN-1297085, Gandhi Malshiras,No,No,13,5
IN-1248875,Umaleman,No,No,28,7
IN-1344723,Vaitiwadi,No,No,12,2
IN-1233286,DHOTRE BK ,No,No,12,4
IN-1117030,DY Patil University,No,Yes,9,5
IN-1299238,Relocation of Devkar Panand - Sambhaji Nagar (KOLP52),No,No,23,3
IN-1054595,Pawar Nagar_Odu,No,No,9,4
IN-1024645,BEGAMPURA,No,No,6,2
IN-1054126,NATHAI BLDG_ODU,No,No,6,3
IN-1025011,Shirwal,No,No,11,15
IN-1055464,JLGONJAMODRTT_ODU,No,No,23,8
IN-1024432,JATH,No,Yes*2,24,25
IN-1052564,Gheradi_Odu,No,Yes,21,5
IN-1353612,Radhaswami Colony Aurangabad03629,No,No,10,2
IN-1024801,Ponda Narayangiri,No,Yes,30,26
IN-1270273,Shikrapur-Malthan phata,Yes,No,16,4
IN-1301477,Shivaji Collage,No,No,19,2
IN-1349525,Prabhu Nagar,No,No,6,1
IN-3026609,Ram nagar,No,No,3,1
IN-1280089,ROHAN TAPOVAN (Gokhale nagar) ,No,No,7,2
IN-1368646,Sastri Nagar,No,No,9,2
IN-1053677,KUDUS_IDU,No,No,18,16
IN-1365151,Wasan Nagar,No,No,11,2
IN-1388686,Satpur Colony,No,No,4,1
IN-1024952,NIPHAD,No,Yes,15,6
IN-3051339,GODBOLE VASTI,No,No,6,2
IN-1054603,EKRDWAGHMARE_ODU,No,No,25,4
IN-1086187,Anjurgbt_Odf,No,No,12,4
IN-1296893,Kamatghar,No,No,13,3
IN-1847146,Sainath Nagar Bhosari,No,No,3,1
IN-1921482,Shivshankar Nahar,No,No,4,1
IN-1054526,RAMANANDCOLONY_ODU,No,Yes,7,11
IN-1232428,Gavali,No,Yes,9,12
IN-1024846,Girij,No,No,9,5
IN-1365740,Cummins College Rd Dnydeep Colony Karve Nagar,No,No,6,1
IN-1024819,Panhala,No,No,9,2
IN-1295928,Mahaveer Nagar,No,No,5,3
IN-1024773,LAXMI COLONY,No,No,18,7
IN-3009540,Sonpeth,No,No,4,1
IN-1093176,Ratoli,No,Yes,12,4
IN-1373080,Relocation of Dehu cantonment -MES BDE camp (PU161,No,No,11,4
IN-1372802,Maldhe,No,No,3,1
IN-1373630,Mumbai - Agra National Hwy,No,No,6,1
IN-1372800,Saban masjid,No,No,3,1
IN-1374217,Golden Nagar,No,No,6,1
IN-1361561,Yeola-1,No,No,9,2
IN-1270443,YEOLA,No,Yes,18,5
IN-1053554,PATODA_ODU,No,No,12,7
IN-1261960,Vikharni,No,No,14,5
IN-1097403,Pale Kh,No,No,14,2
IN-1249978,RAVALJI,No,No,20,8
IN-1092196,KARANJWAN,No,Yes,12,6
IN-1255776,Belgaon,No,No,19,8
IN-1380384,Ahilya Laxman Patil ,No,No,3,1
IN-1308804,Site655,No,Yes,5,2
IN-1294210,Cambridge school,No,No,6,2
IN-1093980,MANJRATH,No,No,16,7
IN-1300016,Site1510,No,No,7,2
IN-1281529,Relocation of Devdhi_USO,No,No,16,6
IN-1271654,Chandur,No,No,7,1
IN-1240700,APATAPA,No,No,9,5
IN-1371034,Trupika,No,No,7,2
IN-1024771,NIGDI ROAD ,No,No,9,13
IN-1263104,Sinnar-Indiabulls,No,No,12,3
IN-1024174,LONI GAVALI,No,No,13,9
IN-1070073,VISHVI,No,No,10,6
IN-1281169,Relocation of Dadegaon_USO,No,Yes,16,8
IN-1024552,DABHARUL,No,No,6,1
IN-1249858,Talegaon Vani,No,No,18,4
IN-1362130,Prathmesh Nagar,No,No,9,2
IN-1132308,FATTEPUR.,No,No,3,4
IN-1091985,Wadwalli,No,No,21,7
IN-1025077,PAITHAN,Yes,No,20,11
IN-1299009,Davachwadi,No,No,9,2
IN-1066495,PALKHED_ODF,No,No,17,3
IN-1336910,RelcoationMG2818,No,No,10,2
IN-1385594,Vijay Nagar,No,No,5,1
IN-1052822,NAIGAONGBT_ODU,No,No,28,6
IN-1024910,SANGEM,No,No,9,2
IN-1377802,Beed_BSC133_A,No,No,3,1
IN-1308798,Ballarshah,No,No,14,3
IN-1023961,BALLARPUR2,No,No,13,6
IN-1072978,WIPRANR_ODU,No,No,19,2
IN-1268386,Dhekanmoha,No,No,15,4
IN-1339165,Krashi Nagar,No,No,6,3
IN-1308739,Gaurakshan ward,No,No,15,2
IN-1261486,MANDWA,No,No,16,7
IN-1335445,Mandwa Jetty-Police Station,No,No,3,1
IN-1093373,Dr.Vashudev Waghmare Plot ,No,No,16,7
IN-1055632,TRIMBNAMDEO_ODM,No,No,15,3
IN-1384262,Pathardi Phata,No,No,6,1
IN-1371025,Ambad Weight Bridge,No,No,6,2
IN-1349049,Ambad MIDC-2,No,No,9,2
IN-1382785,Government Colony,No,No,3,1
IN-1374220,Aurangabad_07168_Waluj-2,No,No,10,2
IN-1367901,Aurangabad_06592_Waluj,No,No,11,2
IN-1365720,Aurangabad_07389_Sara Sarthak Waluj MIDC,No,No,12,3
IN-1353520,Jalna Education Society,Yes,No,10,3
IN-1690233,Waluj,No,No,9,2
IN-1025050,COSMOS,No,No,5,2
IN-1279202,Verem,No,No,13,4
IN-1300634,Site696,No,No,3,3
IN-1093977,KUPPA,No,No,17,4
IN-1106066,Chinchala,No,No,13,7
IN-1055647,WANIGANDHI_IDU,No,No,23,7
IN-1255028,Kalyana,No,No,14,3
IN-1354290,Ranjangaon MIDC RTT,No,No,8,1
IN-1077740,Adgaon Kh,No,No,9,1
IN-1055549,NMTRWANIRTT_ODM,No,Yes,17,14
IN-1374509,Rajangaon Vidyadhan,No,No,9,2
IN-1371022,Vidhate Nagar,No,No,9,2
IN-1311565,SATPUR MIDC NASHIK Relocation,No,No,12,2
IN-1070586,KAMGARNAGAR,No,No,6,3
IN-1053203,KLPHWSURUR_IDU,No,Yes,9,7
IN-1311395,Nirmal Nagri,No,No,3,0
IN-1353192,Hajare Nagar,No,No,9,2
IN-1278882,Hiranandani Project,No,No,8,2
IN-1055289,SILLODBIRARE_IDU,No,Yes,0,0
IN-1053497,NERAL_ODU,No,No,16,16
IN-1069827,Borgaon Saravani,No,No,24,13
IN-1366633,Dental Dept Command Hospital,No,No,9,3
IN-1242963,Surgana,No,No,11,2
IN-1024493,ELLORATPOINT,No,No,3,8
IN-1382930,Kanchanwadi,No,No,3,1
IN-1024309,DINDRUD,No,No,23,8
IN-1286122,MANGALA  APPARTMENT,No,No,7,4
IN-1377871,Umarsara,No,No,5,2
IN-1346300,Agarwal layout_FL07108,No,No,14,3
IN-1267950,Bangli Hospital,No,No,10,4
IN-1024233,Balsari,No,Yes,9,5
IN-1271073,Nandgaonsado,No,No,20,6
IN-1053213,WADIWARE_IDU,Yes,No,12,4
IN-1024071,SOLAPUR UNIVERSITY,No,Yes,17,12
IN-1243536,MH-11-G-9502,No,No,3,1
IN-1093282,MR.DHONDHIRAM PISAL plot ,Yes,No,14,8
IN-1024433,WADUJ,No,Yes,15,23
IN-1374997,Nandan InsperiaWaked,No,No,3,0
IN-1382689,Siddhivinayak Nagar,No,No,3,1
IN-1357591,Hanuman Nagar,No,No,9,3
IN-1077626,Warkhed,No,No,14,6
IN-1341366,Relocation of Bhatia Bldg,No,No,12,8
IN-1274735,Vaijapur,No,No,24,6
IN-1278462,Vaijapur1,No,No,11,3
IN-1369007,Mirza Naim Nishat Colony,No,No,13,2
IN-1236547,MIDC,No,No,9,2
IN-1108297,TAKLI JAHA,No,No,14,3
IN-1309049,Indranagar (Mansoor colony),Yes,No,16,3
IN-1289763,VaijapurS3,Yes,No,18,6
IN-1599398,Shrirampur,No,No,3,1
IN-1053628,Wadibolhai,No,No,23,13
IN-1091996,Kasbegavhan,No,No,12,6
IN-1093441,Mr.Bhiku Narayana Pole Plot ,No,No,12,5
IN-1283459,Karoli(M)_U,No,No,12,7
IN-1253744,Shekte Bk.,No,No,14,5
IN-1024596,Sarvan Bicholim,No,No,11,7
IN-1980373,Behind Candolim Church,No,No,3,1
IN-1093207,VENKAT PAWALE PLOT ,No,No,12,5
IN-1086241,Dhavri,No,No,13,7
IN-1980195,Relocation of Nyati Symbiosis University (NGP957),No,No,3,1
IN-1024524,Peth,No,No,10,6
IN-1371831,AgrasenNagar,No,No,9,2
IN-1092240,BAHADUR,No,No,10,6
IN-1235433,Deonale,No,No,12,3
IN-1242938,Tisagaon Rd,No,No,13,3
IN-1066364,Talegaon Rohi,No,No,3,1
IN-1024110,Ranzani,No,No,12,4
IN-1024021,Madha,No,No,11,11
IN-1095134, Pehe Rd,No,No,10,6
IN-1053938,RISOD_IDU,Yes,Yes,7,3
IN-1301606,Kondhawale,No,No,6,3
IN-1565416,Relocation of Shirdi (SIRD02),No,No,9,4
IN-1388145,Sanjivaani Factory,No,No,16,3
IN-1293008,Nimgaon Madh,No,No,13,2
IN-1071084,AHERWADI_ODU,No,No,3,3
IN-1092282,Hinjagi,No,No,12,4
IN-1131783,Pimplegaon-rptr(dongerpawad),No,No,7,4
IN-1294336,Gaj Appt. (VIRR20),No,No,7,3
IN-1243804,Ganjgaon,No,No,12,3
IN-3000331,Ashok Nagar- Indapura,No,No,3,1
IN-1324622,JALOCHI,No,No,6,1
IN-1254983,Hivar Khede Bk.,No,No,13,4
IN-1281712,Harinagar,No,No,12,3
IN-1093569,MR.TANAJI GANPATI PATIL PLOT ,No,No,20,4
IN-1254071,Ghonsi Kh.,No,No,18,3
IN-1094417,Malegaon,No,No,21,10
IN-1054973,KAMTHE HOUSE_ODU,No,No,4,1
IN-1272440,Diwankhauti ,No,No,15,2
IN-1098726,BELONDGI,Yes,No,15,3
IN-1094991,GUDAL,No,No,16,8
IN-1052989,NSAWARGAON_ODU,No,No,15,12
IN-1092219,Rajapur,No,No,12,4
IN-1053627,NVISHNUPUR_ODU,No,Yes,5,3
IN-1251072,YERMALA,No,No,24,3
IN-1092113,Manbha,No,No,17,5
IN-1383160,Bambarud Kh. Pr.Pachora,No,No,3,1
IN-1886638,Sindhewadi,No,No,3,1
IN-1373690,Old MohadaAurangabad,No,No,9,2
IN-1086247,HADASANI_ODMU,No,No,13,2
IN-1078381,Chawan Hiparga,No,No,15,6
IN-1025133,SHIRURANANDPAL,No,No,20,10
IN-1117859,NKHARANGANA1,No,Yes,6,3
IN-1314663,MH-32-R-20245,No,No,9,2
IN-1373658,Theur Kesnand,No,No,6,1
IN-1886810,Morgoan,No,No,3,1
IN-1092393,Soegaon Devi,No,No,22,12
IN-3002089,Gargangoan,No,No,3,1
IN-1053280,BAMANI_ODU,Yes,No,10,12
IN-1024446,DESAIGANJ,Yes,Yes,12,12
IN-1260304,Kumtha Kh.,No,No,13,3
IN-1092029,Borsuri,No,No,6,5
IN-1092947,Lavangi,No,No,16,7
IN-1980996,Male,No,No,3,1
IN-1294270,Kajwade,No,No,11,2
IN-1250036,Vasantnagar,No,No,12,1
IN-1271685,Lodhare,No,No,10,3
IN-1281062,Mamdapur,No,No,13,3
IN-1282130,Gondgaon,No,No,13,3
IN-1255578,Khuldabad,No,No,11,4
IN-1249542,BAHARE,No,Yes,13,5
IN-1106011,Nanivali,No,No,11,6
IN-1053525,WARGAON_ODM,No,Yes,16,9
IN-1131046,Malvan Ghumade Rd,No,No,12,9
IN-1255001,Upalawate,No,No,13,4
IN-3134894,Relocation of Reshimbaugh (NGP135),No,No,3,1
IN-3130863,EBDL4045,No,No,3,0
IN-1025293,EKRT4868,No,No,3,5
IN-1297077,Pedhambe,No,No,10,6
IN-1110911,Lohara ,No,No,9,2
IN-1283097,Sinnar Taluka,No,No,9,3
IN-1093991,PURI,No,No,18,5
IN-1293280,Mandawa,No,No,9,3
IN-1236988,KASGAON,No,No,12,3
IN-1300871,Site1403,No,No,12,3
IN-1465877,UMADI NEW,No,No,3,1
IN-1078235,Vishrambag -2,No,Yes*2,28,4
IN-1980587,Mirajwadi,No,No,3,1
IN-3124813,ENAS178,No,No,3,1
IN-3049653,nilagal gali,No,No,3,1
IN-1283245,Vehloli Bk.,No,No,12,2
IN-1388096,Kotwalwadi chouk,No,No,4,1
IN-1302327,Hero Showroom,No,No,4,2
IN-1306871,Site512 (Omkareshwar Chowk),No,No,3,4
IN-1054171,SWARGTE2_IDU,No,No,6,2
IN-1053315,Kuhigbt_Idu,No,No,25,4
IN-1282182,Manas Temple,No,No,3,2
IN-1092116,UKALI,Yes,No,27,8
IN-1255238,Antargaon,No,No,12,8
IN-1361797,MOHAMAD ALI ROAD AKOLA ,No,No,11,2
IN-1536193,Kenjal,No,No,3,1
IN-1249551,PADALI,No,No,20,5
IN-1110694,Abhepuri,No,No,10,6
IN-1418890,Shri Ram ,No,No,4,1
IN-1377901,Panchwad,No,No,3,1
IN-1274614,Adgaon,No,No,15,6
