Indus ID,SITE Name,TCU,MCU,Total Nos. GSM,Total Nos.M/w
IN-1281242,Relocation of Vasadi (Alewadi)_USO,No,No,10,5
IN-3000453,Not available,No,No,6,1
IN-1130754,CHIKHALI KH_RPTR,No,No,7,5
IN-1024362,KORPANA,No,No,13,8
IN-1253478,DHANORA KALE,No,No,17,3
IN-1236523,KOLARA TUKUM,No,No,6,2
IN-1270429,Karegaon,No,No,6,2
IN-1345474,Relocation 3774,No,No,3,1
IN-1238154,Gokhivare New,Yes,No,12,7
IN-1366285,Relocation of MA707,No,No,5,1
IN-1322875,Relocation ROM4211,No,No,11,4
IN-1318595,Relocation of  SUSVILLAGE,Yes,No,6,4
IN-1325917,VeerbhadraNagar-Baner,No,No,12,3
IN-1025366,BOPKHELCME,No,No,7,9
IN-1024572,WITTALGAON REPEATER,No,No,15,10
IN-1091735,Surbodi,No,No,10,5
IN-1055152,SHINDECMPLX_IDU,No,No,3,5
IN-1248979,AKOLA,No,No,15,6
IN-1132736,BAMHANI,No,No,12,2
IN-3000450,Suryamangal Complex,No,Yes,6,10
IN-1355506,MAHADMDC_IN_OMR,No,No,3,1
IN-1053569,POLADPUR_ODU,No,Yes,7,6
IN-1054365,BHWNALAPAR_IDU,No,No,9,3
IN-1054388,Rasshowappt_Odu,No,No,9,5
IN-1301391,Site804,No,No,8,2
IN-1304755,AVENUE J,No,No,6,2
IN-1340702,Gufran House,No,No,6,3
IN-1248854,SHIVSENA NAGAR,No,Yes,20,23
IN-1083969,Juchandra,No,Yes,10,8
IN-1024809,CVLGONDIA,No,No,16,3
IN-1239027,Konark Campus,No,No,7,3
IN-1112992,SHENDA,No,No,6,3
IN-1270093,TELANGWADI,No,No,6,1
IN-1329379,Relocation 441,No,No,10,1
IN-1335621,Pawan Nagar_Ranjangaon,No,No,8,2
IN-1054242,BALAJI_ODU,No,No,6,2
IN-1024356,KOSEGAON,No,No,10,6
IN-1025052,VASCOII,No,No,19,9
IN-1268771,Narhe,No,No,15,7
IN-1025355,PAUDGAON,No,No,6,3
IN-1291830,Pune IT Park,No,No,12,1
IN-1288848,Shindewasti,No,No,18,2
IN-1054374,Bhwsuryashakti_Idu,Yes,Yes,12,25
IN-1124638,EUDGIRDEOLAR,No,Yes,7,5
IN-1055585,PARLISIDHART_ODU,No,No,11,3
IN-1297131,Shirpur college_Relocation,No,No,17,5
IN-1053515,NMTRSONGIR_ODM,No,No,20,8
IN-1054984,KHSURYADUTT_IDU,No,Yes,14,14
IN-1324607,Relocation 5548,No,No,4,1
IN-1288138,Saraswati nagar,No,No,6,1
IN-1270329,Govt College,No,No,18,4
IN-1055354,Vrindavanhotel_Idu,No,No,6,2
IN-1025339,DHANKAWADI,No,No,13,4
IN-1240305,Ganga Niwas,No,No,9,2
IN-1257510,Vilas Nagar,No,No,16,2
IN-1054626,MARKETYARD_ODU,No,No,10,4
IN-1054527,JLG_SARAFABAZAR_IDU,No,No,11,5
IN-1052313,PRADAYAPAKCOLONY_ODU,No,Yes,28,5
IN-1054495,HINGANGHAT_ODU,No,Yes,7,4
IN-1025137,SBI CHOWK,No,No,27,6
IN-1024400,BABULGAON,No,No,5,6
IN-1361488,Dhnyneshwar Ward,No,No,12,1
IN-1261945,Sultangade,No,No,20,4
IN-1369889,Nazarana Compound,No,No,6,2
IN-1054354,Bhwgurukrupa_Idu,No,No,10,5
IN-1326651,Relocation 5598,No,No,3,1
IN-1338308,Eidgah,No,No,12,2
IN-1055453,GOKHIWARERTT_ODU,No,No,13,6
IN-1279221,Parmar Techno centre,No,No,16,4
IN-1278080,Pelhar,No,No,10,1
IN-1248782,Wakan Pada,Yes,No,10,12
IN-1246022,MOSHI ALANDI ROAD,No,No,10,7
IN-1312344,RELOCATION QUEENS PARK,No,Yes,7,8
IN-1124605,ESLPMANGLWARPT,No,No,6,3
IN-1092088,DUULGAON-BAJAR,No,No,17,8
IN-1107340,CONGRESSNAGAR,No,Yes,20,14
IN-1107341,Agra Road,No,No,16,4
IN-1293427,Manor_Odu_Relocation of 763,No,No,14,1
IN-1071245,DIGRASRTT_IDU,No,No,6,5
IN-1024567,GADCHIRAULI,Yes,Yes*2,11,5
IN-1304355,Tanaji Nagar,No,No,16,4
IN-1288342,100FT Road,No,No,18,4
IN-1248384,Om Nagar New,No,No,11,3
IN-1232490,Shukarwar Peth,No,No,20,4
IN-1073189,MAYFAIR_IDU,No,No,11,1
IN-1025316,CANTONMENT,No,No,14,22
IN-1073224,BAZARPETH_IDU,No,No,6,3
IN-1024866,GANESHNGR1,No,No,14,9
IN-1308763,mehkar,No,No,12,2
IN-1280078,PATHURDAKH_INDS,No,No,16,4
IN-1317099,Relocation Hadapsar Vaidwadi,No,No,10,4
IN-1127405,Magarpatta(Tower-2),No,No,7,4
IN-1308967,Relocation of NMTRRAPTEGAON_ODM,Yes,No,9,6
IN-1361768,Shantinagar Colony,No,No,6,1
IN-1054818,PPHWLONVLAGR_IDU,No,No,6,6
IN-1305252,Don Bosco - lonawala,No,No,10,3
IN-1024141,DARYAPUR,No,Yes,14,10
IN-1024774,ZAGDEBAGH,No,No,9,4
IN-1351980,Wings Travel Mgmt-Pune_02196,No,No,5,1
IN-1296083,Bombay Sappers1,No,No,12,3
IN-1759726,Naya Bazar,No,No,3,1
IN-1283461,HIPPALGAON_U,No,No,3,1
IN-1745336,SHIVAJINAGAR_Relocation,No,No,5,1
IN-1053760,DHARUR_ODU,Yes,No,10,2
IN-1052253,EHINGANAGRI_ODU,Yes,Yes,9,13
IN-1055328,Eulsnirmlniw_Idu,No,No,20,6
IN-1326303,Relocation 422,No,No,9,2
IN-1054278,AKLMGROAD_IDU,No,No,10,3
IN-1241784,Selgaon Lawane,No,No,10,3
IN-1054007,PRABHAT_ROAD_IDU,No,No,6,11
IN-1334625,Relocation ROM596,No,No,10,2
IN-1073018,KADAMRTT_IDU,Yes,No,14,9
IN-1743175,St Micheal Church Durgapur,No,No,3,1
IN-1091904,PDCC1,No,No,9,3
IN-1053677,KUDUS_IDU,No,No,18,16
IN-1352735,Dhurav Nagar,No,No,10,1
IN-1334199,Relocation of Chetna Nagar (NASK83),No,No,10,2
IN-1054763,HOTELSUDIN_ODU,No,Yes,10,8
IN-1301356,Site848,No,No,13,3
IN-1361791,Viraj appartment,No,No,4,1
IN-1340719,Bluberry Complex,No,No,4,1
IN-1309358,Kachhi Masjid,No,No,10,6
IN-1101052,3980,No,No,9,4
IN-1115238,Jejuri Mandir Paitha,No,No,4,1
IN-1055644,WADA_IDU,No,No,16,15
IN-1247845,SAMBHAJI NAGAR,Yes,No,14,1
IN-1025028,GRACEPADA,Yes,No,12,6
IN-1024835,VINCHUR,No,No,4,4
IN-1305483,ANSAR NAGAR,No,No,15,5
IN-1329869,Rajgurunagar-3G capacity,No,No,3,1
IN-1297023,Club Solaris Baner,No,Yes,9,4
IN-1273319,Kaudgaon,No,Yes,9,2
IN-1132796,SIRAJ GAON,No,No,13,6
IN-1052263,KADRABAD_ODU,No,Yes,21,4
IN-1054329,EBDLPKULKRNI_IDU,No,No,9,2
IN-1301846,Site865,No,No,12,2
IN-1250564,BHOSE,No,Yes*2,16,7
IN-1092798,TALAVALI,No,No,4,3
IN-1054559,EKHAMHIRWANI_ODU,No,No,7,4
IN-1336565,NHWCHALISGAO_ODU,No,No,7,0
IN-1112605,KARANJGAON,No,No,4,5
IN-1025409,ALIBAGH2,Yes,Yes ,8,13
IN-1286118,PDRHARSHALMED_IDU,No,Yes,12,10
IN-1283468,PANDHAREWADI_U,No,No,6,1
IN-1349977,Chandrapur  Rly Station,No,No,8,2
IN-1071174,BADRAPUR_ODU,No,No,9,4
IN-1054597,Kolivada_Odu,No,No,9,5
IN-1349829,Relocation 5569,No,No,7,4
IN-1237720,kolgaon,No,No,15,9
IN-1053629,WADJEE_ODU,No,No,23,11
IN-1052411,BAHAL_ODU,Yes,No,12,5
IN-1254991,Lotewadi,No,No,13,4
IN-1339165,Krashi Nagar,No,No,6,3
IN-1024253,ACHAD,No,No,7,2
IN-1052744,NMALAD_ODU,No,No,13,6
IN-1254120,Shinganapur,Yes,No,25,6
IN-1268546,DADA WADI,No,Yes,13,7
IN-1024918,RAVER,No,No,8,2
IN-1071205,BRAMHANI_ODU,No,Yes,7,4
IN-1246580,ALANDE HWY LONAVALA,No,No,16,4
IN-1053571,PPHWSADAVLI_IDU,No,No,8,7
IN-1249362,MIT COLLEGE,Yes,No,25,4
IN-1331590,Vithal Nagar,No,No,9,3
IN-1092103,BORI,No,No,13,5
IN-1270273,Shikrapur-Malthan phata,Yes,No,16,4
IN-1052305,PPHWASTVNYAK_IDU,No,No,16,11
IN-1052331,SANDGEWADI_ODU,No,Yes*2,13,11
IN-1054657,MORSHIVASANT_IDU,Yes,No,8,6
IN-1299013,Devgad2,No,No,7,2
IN-1256830,Naglewadi,No,No,7,3
IN-1306639,Site72,No,No,11,3
IN-1085366,WONGI_ODU,No,No,6,3
IN-1053828,LONIDEVKAR_ODU,No,No,16,6
IN-1248978,SATARA 2,No,No,23,5
IN-1236505,Malewadi,No,No,3,3
IN-1730682,Nilkantha Nagar,No,No,3,1
IN-1366255,Relocation of ROM809,No,No,7,2
IN-1246776,Jyotiba Nagar,No,No,15,4
IN-1053685,MTRBDLPRMIDC_ODM,No,Yes,13,22
IN-1240601,Assolda,No,No,24,10
IN-1276148,Jalkot Road - poor indoor coverage,No,No,9,5
IN-1053102,NVARDIGBT_IDU,No,No,12,7
IN-1240690,Pedgaon,No,No,6,5
IN-1249652,Jaigaon,No,No,15,2
IN-1052707,KUROLIGBT_ODU,Yes,No,10,6
IN-1260310,Tardoli,No,No,19,3
IN-1093206,PRAKASH GANPAT KONDE PLOT ,No,No,12,7
IN-1272135,Gaul,No,Yes,9,4
IN-1054603,EKRDWAGHMARE_ODU,No,No,25,4
IN-1300608,Site1514,No,No,6,3
IN-1268369,RAMNAGAR,No,No,18,6
IN-1024040,LATAWADE,No,No,8,9
IN-1053161,NWTHARKIROLI_ODU,No,No,8,5
IN-1847380,Relocation of Adhiv (ADHI01),No,No,9,1
IN-1125270,DEULGAON KUNDPAL,No,No,12,4
IN-1240694,SAWARGAON MUNDHE,No,No,13,3
IN-1052681,KHODADGBT_ODU,Yes,No,23,9
IN-1126174,KHAMBE(RPT-1),No,No,9,5
IN-1072998,GHARGAON NEW,No,Yes,10,2
IN-1052365,Alas_Odu,No,No,14,7
IN-1055431,Chandoor_Odu,No,No,6,4
IN-1055625,Shirolfactory_Idu,No,No,17,6
IN-1055378,Naalte_Odu,No,No,9,1
IN-1052484,Chimangaon_Odu,No,Yes,6,1
IN-1093413,Mr.Namdev Anthu Jadav Plot ,No,No,17,6
IN-1093445,Mr.Rajendra Manshing Raojarambi Plot ,Yes,No,11,3
IN-1093306,Awre,No,No,16,7
IN-1053944,Nsarsai_Odu,No,No,18,3
IN-1093517,Mr. Nitin Vairagi ( Sawarsai ),No,No,17,9
IN-1066542,RAJUR_ODU,Yes,Yes*2,23,9
IN-1110887,POPHALI,No,No,16,8
IN-1125259,BHADGANI,No,No,12,11
IN-1237710,Sukali,No,No,14,4
IN-1253435,Laul ,No,No,9,7
IN-1253387,Anandgaon ,Yes,Yes,13,11
IN-1086279,Sirasdevi_Odu,No,No,20,8
IN-1053916,Panmalwadi_Odu,No,No,10,10
IN-1238504,Saigaon,No,No,19,6
IN-1053081,Udatare_Odu,Yes,No,14,8
IN-1133152,NIMBGAON,No,No,18,8
IN-1253467,KUMBHARI,No,No,15,2
IN-1066520,PISHORE_ODU,No,No,14,7
IN-1106057,VASADI RPTR,No,No,18,9
IN-1023970,Kirawale,No,Yes,13,21
IN-1240482,Agashi Bazar,No,No,11,3
IN-1298891,Jaitala Road,No,No,17,2
IN-1124556,Honney Archana,No,No,6,6
IN-1092431,Yashoda Nagar (Vodafone),No,No,7,11
IN-1112988,KESHORI,No,No,13,10
IN-1240630,Jogisakhara,No,No,16,8
IN-1271628,Wadegaon,No,No,11,10
IN-1053258,Alsand_Odu,No,No,6,3
IN-1052444,Bhalwanigbt_Odu,No,No,18,12
IN-1124417,Nkarvepls,No,No,21,12
IN-1070009,Alate,No,No,3,12
IN-1092374,PADHEGAON,No,Yes,11,3
IN-1091763,UKKADGAON,No,No,9,5
IN-1053340,GALLEBORGON_ODU,Yes,No,11,12
IN-1053602,KHANDALA_ODM,No,No,18,9
IN-1091783,JARUL,No,No,16,7
IN-1077647,AURALA,No,No,16,12
IN-1066417,GNERALMOTR_ODMU,No,No,18,11
IN-1106034,Kuslumbgbt_Odu,No,No,15,8
IN-1308722,Devlaligaon,No,No,12,2
IN-1372523,Ram Nagar Warje,No,No,6,1
IN-1254039,Tamba Rajuri,Yes,Yes,12,1
IN-1240182,Bedarwadi,No,No,9,3
IN-1053355,Chintawadi_Idu,No,Yes,16,3
IN-1053357,Hwgholban_Odm,No,Yes,11,3
IN-1093558,Banali,No,No,9,7
IN-1078243,Jirgyal,No,Yes,13,10
IN-1055306,TALEGAON_IDU,No,No,9,26
IN-1366712,songirwadi wai,No,No,7,1
IN-1123593,Bavda,No,No,15,10
IN-1052687,Nkodal_Odu,No,No,13,6
IN-1253389,DHORAPGAON,Yes,No,9,1
IN-1054659,MTRRANGAHATI_ODM,No,No,14,2
IN-1243539,Utagi,Yes,No,14,5
IN-1052290,Devrashtre_Odu,No,No,9,7
IN-1236977,BHANKHEDA,No,No,11,3
IN-1052916,Npimplnerrpt_Idu,No,No,3,13
IN-1249260,Atharwan Pimpri,No,No,16,4
IN-1260489,TEMBHE BK,No,No,10,6
IN-1073171,Khanpada_Odu,No,Yes,14,12
IN-1241348,JAMBHORA,No,No,15,7
IN-1237580,SHENGAON JAHAGIR,No,No,17,7
IN-1253825,Karnal,No,No,21,6
IN-1025267,Nandra,No,No,7,4
IN-1092349,DEVPUR,No,No,20,8
IN-1093507,Mr.Shivaji Ramchandra Pawar Plot ,No,No,16,4
IN-1052403,Atit_Odu,No,No,9,10
IN-1093455,Mr.Dilip Nasru Pattil Plot ,No,No,7,2
IN-1240610,CHOR KAUTHE,No,No,9,4
IN-1101900,RAKSHI,No,No,9,5
IN-1095043,DEULGAON KOL,No,No,16,7
IN-1250757,Pimple T.Thane,No,No,12,4
IN-1024508,Kudrite,Yes,No,13,8
IN-1053701,Pipalwadi_Odu,No,Yes,13,6
IN-1233288,ARENDOLI,No,No,9,9
IN-1250473,ROHILAGAD,No,Yes,6,1
IN-1251395,BANGOAN,No,No,14,2
IN-1241191,Jiwachiwadi GBT,No,No,6,2
IN-1281518,Borkhed,No,No,9,3
IN-1072986,Sonaligaongbt_Odu,No,Yes,14,8
IN-1329704,Relocation 5674,No,Yes,3,8
IN-1238597,Sai,No,No,9,2
IN-1286356,TAREGHAR ROHA,No,No,3,1
IN-1240806,Chanere,No,No,7,1
IN-1052270,EKHAMGNMIDC_ODU,Yes,Yes*2,17,16
IN-1086237,MATARGAON_ODU,No,Yes*2,13,10
IN-1260247,LANJUD,No,No,9,5
IN-1092112,GONDHANAPUR,No,No,18,6
IN-1377849,Raigad,No,No,3,1
IN-1267590,Khujgaon Gbt,No,No,14,2
IN-1066307,Karanje_Odu,Yes,Yes,15,12
IN-1099033,Talewadi,No,No,9,5
IN-1053037,Tadavale_Odu,Yes,No,6,5
IN-1066399,Mandur_Odu,Yes,No,7,2
IN-1054602,Ekrdrukmini_Odu,Yes,No,6,3
IN-1093532,Mr . Bapurao Bapu Sawant    ,No,No,8,5
IN-1052551,EKLARA_ODU,No,No,12,5
IN-1053219,ENGRHWSUPAM_ODU,Yes,Yes,6,8
IN-1054739,MASROOL_IDU,No,No,19,12
IN-1052771,MERAKHURD_ODU,No,Yes,16,5
IN-1054475,Mapusa Girivan,No,Yes,5,10
IN-1024885,CALANGUTE,No,No,18,9
IN-1053926,NPERNEM_IDU,Yes,Yes*3,26,13
IN-1249846,Ranjani,No,No,14,6
IN-1055293,SLGASHIRWAD_IDU,Yes,Yes,12,5
IN-1309711,Shriraj Colony,No,No,12,3
IN-1370279,Yadogopal Peth,No,No,12,2
IN-1336110,Bhagwan Pura,No,No,3,1
IN-1054765,TARWALNAGAR_ODU,Yes,No,6,1
IN-1092592,Mandangad,Yes,Yes,16,7
IN-1117091,Ghatsawali,Yes,No,11,7
IN-1326155,ChakradharNagar_Beed,No,No,13,3
IN-1053297,BODVAD_ODU,No,Yes*2,6,11
IN-1025040,SAFALE,No,Yes,18,7
IN-1053176,BWDPHATA_IDU,No,No,24,18
IN-1055263,SELU_IDU,Yes,No,12,5
IN-1260436,Amani,Yes,Yes,9,7
IN-1052515,DEOPLOT_ODU,No,Yes,14,8
IN-1055088,PPRIWADHWANI_IDU,No,No,8,10
IN-1244209,"CHINCHWAD		",No,No,9,5
IN-1110763,JHADAV WADI PRADHIKARAN(CHICKLI),No,No,6,4
IN-1374969,Chikhali jadhav fort,No,No,6,3
IN-1250348,Zulpewadi,No,No,9,3
IN-1097456,Dhamani,No,No,15,7
IN-1024557,AJRA SURGAR FACTORY,Yes,No,28,13
IN-1260416,Mallik Nagar-Kondhwa,No,Yes,11,7
IN-1478409,Domkhel,No,No,3,1
IN-1594103,HXPP+GV Pune,No,No,3,1
IN-1239349,Utroli (Bhor),Yes,Yes,19,6
IN-1124479,ENPRSHANKARNGR,Yes,No,9,7
IN-1054720,DWARKA_IDU,No,No,9,8
IN-1091853,ALASANA,No,No,19,16
IN-1281241,KAVTHAL,No,No,16,6
IN-1448609,Provincial Park,No,No,3,1
IN-1093590,SANJAY THAKSEN CHAVAN PLOT ,No,Yes,14,7
IN-1282909,WAI STAND,No,No,23,13
IN-1238714,Mahatmafule Nagar,Yes,Yes*2,17,17
IN-1055571,NEHARUNAGAR_ODU,No,Yes,13,5
IN-1052927,Pushpangr_Odu,No,No,12,6
IN-1078195,Turambe,No,No,7,2
IN-1052518,DEULGOANBORADE_ODU,Yes,No,12,9
IN-1053338,NELLORAPHATA_ODM,No,Yes*2,10,3
IN-1053205,KULTABAD_ODU,No,Yes,13,9
IN-1334642,Relocation4993,No,No,7,2
IN-1282777,PADAMPUR_ODU,No,No,10,3
IN-1086230,KORTI_ODU,Yes,Yes,12,6
IN-1244981,GANGADHARI,No,No,6,7
IN-1277563,MahalDig,Yes,No,12,19
IN-1239454,KHIRPURI BK,No,No,15,4
IN-1066538,RAIPUR_ODU,Yes,No,6,3
IN-1066518,PIMPALGAONSARAI_ODU,No,No,6,6
IN-1249473,BORAVADE(NOW Replacement),Yes*2,Yes,16,10
IN-1052496,CHUNALA_ODU,Yes,No,11,9
IN-1054266,EAHMRSTSTAND_IDU,Yes,Yes*2,22,19
IN-1052727,LONIVNKNATH_ODU,No,Yes,6,6
IN-1024210,KHANDOBANGR,No,Yes,13,24
IN-1236983,NARENDRA NAGAR 2,No,No,19,9
IN-1092038,Shirka,No,Yes,12,11
IN-1366602,Sports ground of old wing APS Burnett Rood,No,No,9,3
IN-1366619,Outside CH(SC) ga1e Wanowrie Road,No,No,9,5
IN-1092392,Aral,Yes,Yes,16,12
IN-1078374,Kaij PED,No,No,27,9
IN-1124616,ENPRRAMESHWR,Yes,No,13,14
IN-1366607,dpposite Padma Vilas Entrance qate,No,No,9,4
IN-1024976,HUPARI,No,No,7,9
IN-1052626,KAGALRPT_ODM,Yes,Yes,18,28
IN-1052981,SATGNMAHSLA_ODU,No,No,20,17
IN-1092030,GONDE MIDC,No,Yes,19,8
IN-1312390,KHAMBALABhiwandi HW,No,No,17,9
IN-1282505,Rikibadarwadi,No,Yes,6,5
IN-1352445,Labour colony,No,No,6,1
IN-1055467,Shubhmangal_Odu,No,No,12,7
IN-1348107,Somwar Ward,No,No,9,1
IN-1382464, Kotkar Nagar Kedgaon,No,No,3,1
IN-1370501,Trimurti chowk post office,No,No,3,1
IN-1363943,Tathagat Nagar,No,No,6,1
IN-1054605,KUDAL_PARSHURAM_IDU,Yes,No,16,7
IN-1055445,DIGLUR_ODU,Yes,Yes,14,11
IN-1052755,MALVANULTRA_ODU,Yes,Yes,26,10
IN-1055391,SRIAMBEJ_IDU,No,Yes,15,6
IN-1053466,NMTRGNPTIPLE_ODM,Yes,Yes,13,3
IN-1052382,ANJANGAOGBT_ODU,No,No,17,9
IN-1240693,Salshinge,No,No,9,8
IN-1052493,Chitali_Odu,No,Yes,16,6
IN-1092245,Gharniki,Yes,No,13,7
IN-1078215,Virali,No,No,22,3
IN-1054586,Eklhrkngr1_Odu,No,No,8,8
IN-1093494,MR.SIDDRDH WANSODE PLOT ,No,No,11,2
IN-1053484,KURTHUNDA_ODM,Yes,No,13,3
IN-1053370,HWTRIMTUGAR_ODU,Yes,Yes,16,8
IN-1025202,NEELAM NAGAR,No,Yes*2,12,14
IN-1053478,KASAL_ODM,Yes,No,12,3
IN-1053601,SHIVANI_ODU,Yes,No,21,13
IN-1090873,JYOTI GARDEN,Yes,Yes,9,7
IN-1249700,MAJAREWADI,No,No,6,1
IN-1248991,JALNA MIDC Airtel,No,No,12,4
IN-1055524,NMTRDEVDABLD_ODM,No,No,13,6
IN-1055511,KAREMORE_IDU,Yes,No,14,11
IN-1053805,NKARANJAGBT_ODU,No,No,8,14
IN-1053850,DARWHA_ODM,No,Yes,27,9
IN-1319721,Sardar Lodge,No,No,5,2
IN-1365611,DATTA CHOWK,No,No,4,1
IN-1352564,Relocation of ROM4301,No,No,6,2
IN-1349137,Santaji Nagar,No,No,9,1
IN-1351357,Shiwaji Park,No,No,6,2
IN-1256529,kunal hospital ,Yes,Yes,9,10
IN-1053276,BABHULGAON_IDU,No,No,10,3
IN-1377707,Hedgevar path ,No,No,4,1
IN-1115382,Pimpri Vagrire,No,Yes,8,3
IN-1382825,Pachgaon Kalamba,No,No,3,1
IN-1365466,Bhim Nagar,No,No,7,1
IN-1498667,NSB Colony,No,No,3,1
IN-1054545,Shyam Bar (Kamthi),No,No,16,11
IN-1363529,Latur_07073_Annapurna Nagar,No,No,6,1
IN-1253998,Turkewadi,No,No,20,5
IN-1300101,Site1086_Malyan,No,No,9,2
IN-1281203,Saundala,No,No,12,3
IN-1053614,NTELHARA_ODU,Yes,No,10,8
IN-1053835,NMANJARSUMBA_ODU,No,No,10,3
IN-1053726,AKHADAGBT_IDU,No,Yes,6,10
IN-1055615,SELUGURUKRIP_ODM,Yes,Yes,14,11
IN-1363867,Bhandara_07032_OME Pathshala,No,No,9,2
IN-1384616,SainathNagar,No,No,4,1
IN-1300096,Site1223  BUTIIBOR,No,No,9,2
IN-1378090,MaibaiWard_BSC182NPR_4G,No,No,3,1
IN-1384456,Ambedkar Nagar,No,No,3,1
IN-1236482,WADGAON-MAVAL_,Yes,No,7,6
IN-1267950,Bangli Hospital,No,No,10,4
IN-1093860,SHRIGARTALI,Yes,No,18,11
IN-1271410,SHAM NAGAR,No,No,16,4
IN-1847220,Khadak Hanuman,No,No,3,1
IN-1092246,PALSHI BK.,No,No,12,8
IN-1339738,Relocation of Apte Road (PUN280),No,No,4,2
IN-1242126,VITAVE,No,No,13,3
IN-1092290,DEVERGAON,No,No,10,5
IN-1282178,Nandora,No,No,6,1
IN-1254238,PHALEGAON-2,No,No,12,6
IN-1269945,SOMARDI,No,No,11,4
IN-1071330,HATGAON_ODU,No,Yes*2,15,8
IN-1091892,Hadalge,No,No,3,2
IN-1078180,Madur,No,No,13,5
IN-1299592,Site256_Bolkewadi,No,No,3,1
IN-1299839,Site 986_Prathmesh Nagar,No,No,3,1
IN-1388707,Janta Colony,No,No,3,1
IN-1268386,Dhekanmoha,No,No,15,4
IN-1024466,Vedhi,No,No,9,10
IN-1024056,SAVERKHED,Yes,No,17,12
IN-1255868,Gosale,No,No,12,2
IN-1052983,SAVALI,Yes,Yes,17,15
IN-1293099,Dhawalgaon,No,No,6,1
IN-1286125,TANDIDUMALA_INDS,No,No,5,3
IN-1052392,ASALGAON_ODU,Yes*2,No,7,10
IN-1091484,Watad,No,No,12,8
IN-1300695,Pavshi,No,No,6,1
IN-1053454,NMTRBANDAGBT_ODM,No,Yes,24,8
IN-1024343,LONI,Yes,Yes*2,19,25
IN-1257270,Mohamadwadi Hadapsar Road Fillin,Yes,Yes,15,19
IN-1283246,ZAP_U,No,No,7,7
IN-1024025,SAKRITOLA,No,No,3,14
IN-1283407,TELGAON_U,No,No,9,5
IN-1255235,Visora ,No,No,13,4
IN-1268890,Delkhed,No,No,12,6
IN-1282306,Jagapur,No,No,13,5
IN-1253688,Sukli Jahangir,No,No,11,5
IN-1092079,Hivtad,No,No,6,4
IN-1248101,KORDHA,No,No,15,4
IN-1599052,Food Nite,No,No,3,1
IN-1745978,RUKMININAGAR,No,No,5,1
IN-1093617,MR.BABA SHAHEB  TATYASHAHEB PATIL PLOT ,Yes,No,19,10
IN-1025199,MAHADWRD,No,No,6,4
IN-1783538,Laxminagar,No,No,6,1
IN-1054970,EPUNSEVABANKKALEWADI_ODU,Yes,Yes,6,7
IN-1520132,Bdlgawdebld,No,No,5,1
IN-1086264,NAYGAON_IDF,No,No,13,4
IN-1054703,ENISHANPRRTT_ODU,No,No,6,1
IN-1054789,PANDARPURRD_IDU,No,No,22,14
IN-1231720,SONABAIRATHO,No,No,13,8
IN-1125373,Gharbewadi,Yes,Yes,17,6
IN-1279218,Buldhana Rd,Yes,Yes*2,18,6
IN-1025215,MERCES NAKA,No,No,17,7
IN-1418898,Rural Hospital,No,No,3,1
IN-1248933,CHOPDA,No,No,13,6
IN-1294685,Armori,Yes,No,9,8
IN-1053392,KARANJA_ODU,Yes,No,9,5
IN-1053235,WIPROPH1_ODU,No,No,30,13
IN-1354281,Bebdohal,No,No,6,1
IN-1388015,Urse,No,No,9,1
IN-1349580,Bilal Nagar,No,No,10,1
IN-1368648,Varale,No,No,6,1
IN-1294438,ROSHNI RESIDENCEY,No,No,3,1
IN-1282471,GujarwadiKatraj,No,No,6,1
IN-1055345,URLIDEVACHI_ODU,No,Yes,7,12
IN-1382663,Saai leela,No,No,3,1
IN-1382886,Bankar Wasti,No,No,3,1
IN-1382772,Gikwad Wasti,No,No,4,1
IN-1383578,Jadhav Wasti,No,No,4,1
IN-1366311,Rampalasio PHA,No,No,6,2
IN-1371504,Yeshod Nagar  ,No,No,8,1
IN-1351983,KatrajRPT,No,No,4,1
IN-1066281,JALAMBGBT_ODU,No,No,9,2
IN-1373645,Pathare Wasti Rd,No,No,6,3
IN-1354424,Tirupati Kashi Ganga,No,No,3,1
IN-1387591,Samrat Ashok Road,No,No,4,1
IN-1349919,Yojana Nagar,Yes,No,6,3
IN-1258104,Dhangar takli,Yes,No,26,6
IN-1370592,Kamlabai Bhat,No,No,3,1
IN-1386809,Dattawadi Jambe,No,No,5,1
IN-1365841,Bhosari MIDC 2555,No,No,6,1
IN-1053192,Mobor In Front Of Leela,No,Yes,26,18
IN-1053285,NBAZARGAON_ODU,Yes,No,10,5
IN-1436621,0,No,No,3,1
IN-1352602,Ravet,No,No,6,4
IN-1347356,WAKLEWADI Sec 32,No,No,6,1
IN-1024055,Erandoli,Yes,No,12,6
IN-1338417,Minda Industries,No,No,5,1
IN-1356243,Star Engginering,No,No,7,3
IN-1921481,JANWAL,No,No,3,1
IN-1294536,Margao Aquem Satyabhama Bldg,No,No,10,4
IN-1304460,SITE 1588(KURTARKAR),No,No,3,3
IN-1053682,LTRMADAKANI_ODU,Yes,No,19,15
IN-1054630,ELTRPRITAM_ODU,No,Yes,15,5
IN-1054860,BHAUPATILRD_IDU,No,No,9,5
IN-1382439,Kalwad,No,No,3,1
IN-1325952,Dore Nagar,Yes,No,6,0
IN-1334687,Nirmale_TTML (R-Jio),No,No,7,1
IN-1536263,Ambethan_BSC162CKN_4G,No,No,3,1
IN-1365736,KSH Infra Chakan MIDC,No,No,6,1
IN-1536431,Shinde Wasti,No,No,4,1
